rank,PID,networkType,nom
7884,5896,CloseFrds,6348
7885,5896,CloseFrds,1901
7886,5896,NegEmoSupp,7994
7887,5896,NegEmoSupp,6348
7888,5896,Responsiveness,7994
7889,5896,Responsiveness,7521
7890,5896,Responsiveness,6348
7891,5907,CloseFrds,3339
7892,5907,CloseFrds,3970
7893,5907,CloseFrds,2666
7894,5907,CloseFrds,1334
7895,5907,CloseFrds,4860
7896,5907,CloseFrds,5496
7897,5907,NegEmoSupp,3339
7898,5907,NegEmoSupp,1334
7899,5907,NegEmoSupp,4860
7900,5907,NegEmoSupp,5496
7901,5907,NegEmoSupp,7100
7902,5907,Responsiveness,3339
7903,5907,Responsiveness,4860
7904,5915,CloseFrds,5812
7905,5915,CloseFrds,6854
7906,5915,NegEmoSupp,6221
7907,5915,NegEmoSupp,5812
7908,5915,NegEmoSupp,6854
7909,5915,Responsiveness,6854
7910,5922,CloseFrds,1133
7911,5922,CloseFrds,5263
7912,5922,CloseFrds,5001
7913,5922,CloseFrds,1331
7914,5922,CloseFrds,5583
7915,5922,CloseFrds,1394
7916,5922,NegEmoSupp,1133
7917,5922,NegEmoSupp,5263
7918,5922,NegEmoSupp,5001
7919,5922,NegEmoSupp,1331
7920,5922,NegEmoSupp,1394
7921,5922,Responsiveness,1133
7922,5922,Responsiveness,5263
7923,5922,Responsiveness,5001
7924,5922,Responsiveness,1331
7925,5922,Responsiveness,5583
7926,5922,Responsiveness,1394
7927,5927,CloseFrds,5782
7928,5927,CloseFrds,6109
7929,5927,CloseFrds,3663
7930,5927,CloseFrds,4209
7931,5927,NegEmoSupp,6109
7932,5927,NegEmoSupp,4209
7933,5927,Responsiveness,6109
7934,5927,Responsiveness,3663
7935,5927,Responsiveness,4209
7936,5941,CloseFrds,6432
7937,5941,CloseFrds,5478
7938,5941,CloseFrds,3777
7939,5941,CloseFrds,6889
7940,5941,Responsiveness,6432
7941,5941,Responsiveness,1087
7942,5957,CloseFrds,6536
7943,5957,CloseFrds,5379
7944,5957,CloseFrds,6254
7945,5957,CloseFrds,2669
7946,5957,CloseFrds,3967
7947,5957,NegEmoSupp,6536
7948,5957,NegEmoSupp,5379
7949,5957,NegEmoSupp,2669
7950,5957,NegEmoSupp,3967
7951,5957,Responsiveness,5379
7952,5957,Responsiveness,3967
7953,5963,CloseFrds,3196
7954,5963,CloseFrds,3270
7955,5963,CloseFrds,3668
7956,5963,NegEmoSupp,3196
7957,5963,NegEmoSupp,3166
7958,5963,NegEmoSupp,7434
7959,5963,Responsiveness,3196
7960,5963,Responsiveness,3270
7961,5963,Responsiveness,3668
7962,5963,Responsiveness,4701
7963,5963,Responsiveness,1710
7964,5968,CloseFrds,8083
7965,5968,CloseFrds,3744
7966,5968,CloseFrds,6535
7967,5968,CloseFrds,6143
7968,5968,CloseFrds,3380
7969,5968,CloseFrds,3113
7970,5968,NegEmoSupp,8083
7971,5968,NegEmoSupp,3744
7972,5968,NegEmoSupp,6143
7973,5968,NegEmoSupp,3380
7974,5968,Responsiveness,8083
7975,5968,Responsiveness,3744
7976,5968,Responsiveness,6535
7977,5968,Responsiveness,6143
7978,5968,Responsiveness,3380
7979,5968,Responsiveness,5130
7980,5979,CloseFrds,6532
7981,5979,CloseFrds,7698
7982,5979,CloseFrds,5125
7983,5979,CloseFrds,5621
7984,5979,CloseFrds,2271
7985,5979,CloseFrds,8091
7986,5979,NegEmoSupp,6532
7987,5979,NegEmoSupp,7698
7988,5979,Responsiveness,6532
7989,5979,Responsiveness,7698
7990,5979,Responsiveness,5125
7991,5979,Responsiveness,5621
7992,5980,CloseFrds,5168
7993,5980,CloseFrds,2242
7994,5980,CloseFrds,6408
7995,5980,CloseFrds,6064
7996,5980,CloseFrds,7597
7997,5980,CloseFrds,4886
7998,5980,NegEmoSupp,2242
7999,5980,NegEmoSupp,6408
8000,5980,NegEmoSupp,7597
8001,5980,Responsiveness,2242
8002,5980,Responsiveness,6408
8003,5980,Responsiveness,6064
8004,5980,Responsiveness,7597
8005,5980,Responsiveness,4886
8006,5982,CloseFrds,3031
8007,5982,CloseFrds,7115
8008,5982,NegEmoSupp,3031
8009,5982,NegEmoSupp,6128
8010,5982,Responsiveness,3031
8011,5982,Responsiveness,7115
8012,5982,Responsiveness,5239
8013,5982,Responsiveness,4394
8014,5985,CloseFrds,1047
8015,5985,CloseFrds,2396
8016,5985,CloseFrds,4307
8017,5985,CloseFrds,3937
8018,5985,CloseFrds,3123
8019,5985,CloseFrds,5883
8020,5985,NegEmoSupp,4904
8021,5985,NegEmoSupp,4307
8022,5985,NegEmoSupp,3937
8023,5985,NegEmoSupp,5883
8024,5985,Responsiveness,4904
8025,5985,Responsiveness,2396
8026,5985,Responsiveness,4307
8027,5985,Responsiveness,3937
8028,5985,Responsiveness,5883
8029,5991,CloseFrds,6458
8030,5991,CloseFrds,2290
8031,5991,CloseFrds,7123
8032,5991,CloseFrds,2325
8033,5991,NegEmoSupp,6458
8034,5991,NegEmoSupp,2290
8035,5991,NegEmoSupp,7123
8036,5991,NegEmoSupp,2325
8037,5991,Responsiveness,6458
8038,5991,Responsiveness,2290
8039,5991,Responsiveness,7123
8040,5991,Responsiveness,7471
8041,5991,Responsiveness,2325
8042,6009,CloseFrds,7382
8043,6009,CloseFrds,5799
8044,6009,CloseFrds,2794
8045,6009,CloseFrds,1070
8046,6009,CloseFrds,6914
8047,6009,CloseFrds,7366
8048,6009,NegEmoSupp,7382
8049,6009,NegEmoSupp,5799
8050,6009,NegEmoSupp,1070
8051,6009,NegEmoSupp,7893
8052,6009,NegEmoSupp,2667
8053,6009,NegEmoSupp,7366
8054,6009,Responsiveness,7382
8055,6009,Responsiveness,2794
8056,6009,Responsiveness,1070
8057,6009,Responsiveness,7893
8058,6009,Responsiveness,3029
8059,6009,Responsiveness,5776
8060,6016,CloseFrds,3137
8061,6016,CloseFrds,6607
8062,6016,CloseFrds,7435
8063,6016,CloseFrds,3252
8064,6016,CloseFrds,5514
8065,6016,CloseFrds,5962
8066,6016,NegEmoSupp,3137
8067,6016,NegEmoSupp,7435
8068,6016,Responsiveness,3137
8069,6016,Responsiveness,7435
8070,6016,Responsiveness,3252
8071,6016,Responsiveness,5514
8072,6037,CloseFrds,4344
8073,6037,CloseFrds,2306
8074,6037,CloseFrds,8305
8075,6037,CloseFrds,6213
8076,6037,CloseFrds,4797
8077,6037,CloseFrds,7082
8078,6037,NegEmoSupp,4344
8079,6037,NegEmoSupp,2306
8080,6037,NegEmoSupp,6213
8081,6037,Responsiveness,2306
8082,6037,Responsiveness,7465
8083,6037,Responsiveness,6213
8084,6037,Responsiveness,4797
8085,6037,Responsiveness,4095
8086,6063,CloseFrds,6109
8087,6063,CloseFrds,8039
8088,6063,CloseFrds,2751
8089,6063,Responsiveness,6109
8090,6063,Responsiveness,8039
8091,6066,CloseFrds,1945
8092,6066,NegEmoSupp,1945
8093,6066,NegEmoSupp,5117
8094,6066,NegEmoSupp,1431
8095,6066,Responsiveness,5117
8096,6066,Responsiveness,1431
8097,6072,CloseFrds,7199
8098,6072,CloseFrds,8304
8099,6072,CloseFrds,6275
8100,6072,CloseFrds,7380
8101,6072,CloseFrds,4558
8102,6072,CloseFrds,7555
8103,6072,NegEmoSupp,7199
8104,6072,NegEmoSupp,6275
8105,6072,NegEmoSupp,2851
8106,6072,Responsiveness,7199
8107,6072,Responsiveness,8304
8108,6072,Responsiveness,6275
8109,6072,Responsiveness,2825
8110,6109,CloseFrds,5355
8111,6109,CloseFrds,5782
8112,6109,CloseFrds,8039
8113,6109,CloseFrds,6063
8114,6109,CloseFrds,5927
8115,6109,CloseFrds,3638
8116,6109,NegEmoSupp,5782
8117,6109,NegEmoSupp,8039
8118,6109,NegEmoSupp,5927
8119,6109,Responsiveness,5782
8120,6109,Responsiveness,8039
8121,6109,Responsiveness,3663
8122,6109,Responsiveness,6063
8123,6109,Responsiveness,5927
8124,6109,Responsiveness,4299
8125,6116,CloseFrds,1234
8126,6116,CloseFrds,3580
8127,6116,Responsiveness,1234
8128,6116,Responsiveness,3580
8129,6119,CloseFrds,3905
8130,6119,CloseFrds,1736
8131,6119,CloseFrds,2692
8132,6119,NegEmoSupp,3905
8133,6119,Responsiveness,6907
8134,6119,Responsiveness,3905
8135,6119,Responsiveness,2692
8136,6124,CloseFrds,2633
8137,6124,CloseFrds,1234
8138,6124,CloseFrds,5298
8139,6124,CloseFrds,3144
8140,6124,CloseFrds,5368
8141,6124,CloseFrds,2499
8142,6124,NegEmoSupp,1234
8143,6124,NegEmoSupp,5298
8144,6124,NegEmoSupp,3144
8145,6124,NegEmoSupp,5368
8146,6124,Responsiveness,6648
8147,6124,Responsiveness,1234
8148,6124,Responsiveness,5298
8149,6124,Responsiveness,3144
8150,6124,Responsiveness,5368
8151,6124,Responsiveness,6839
8152,6132,CloseFrds,3392
8153,6132,CloseFrds,1383
8154,6132,CloseFrds,5807
8155,6132,CloseFrds,5682
8156,6132,CloseFrds,1612
8157,6132,CloseFrds,7429
8158,6132,NegEmoSupp,1383
8159,6132,Responsiveness,1383
8160,6132,Responsiveness,5807
8161,6132,Responsiveness,5682
8162,6135,CloseFrds,2062
8163,6135,CloseFrds,7115
8164,6135,CloseFrds,5245
8165,6135,CloseFrds,6613
8166,6135,CloseFrds,2815
8167,6135,CloseFrds,5065
8168,6135,NegEmoSupp,2062
8169,6135,NegEmoSupp,7115
8170,6135,NegEmoSupp,5796
8171,6135,NegEmoSupp,5627
8172,6135,Responsiveness,5796
8173,6135,Responsiveness,5627
8174,6137,CloseFrds,2472
8175,6137,CloseFrds,4416
8176,6137,NegEmoSupp,2472
8177,6137,Responsiveness,2472
8178,6140,CloseFrds,1732
8179,6140,CloseFrds,3727
8180,6140,CloseFrds,8153
8181,6140,CloseFrds,8309
8182,6140,CloseFrds,2559
8183,6140,CloseFrds,5303
8184,6140,NegEmoSupp,5772
8185,6140,NegEmoSupp,1732
8186,6140,NegEmoSupp,3727
8187,6140,NegEmoSupp,5303
8188,6140,Responsiveness,1732
8189,6140,Responsiveness,3727
8190,6140,Responsiveness,8153
8191,6140,Responsiveness,8309
8192,6140,Responsiveness,2559
8193,6140,Responsiveness,5303
8194,6156,CloseFrds,1665
8195,6156,CloseFrds,2507
8196,6156,CloseFrds,4985
8197,6156,CloseFrds,2903
8198,6156,CloseFrds,3677
8199,6156,CloseFrds,3387
8200,6156,NegEmoSupp,1665
8201,6156,NegEmoSupp,2507
8202,6156,NegEmoSupp,4985
8203,6156,NegEmoSupp,2903
8204,6156,NegEmoSupp,3677
8205,6156,NegEmoSupp,3387
8206,6156,Responsiveness,1665
8207,6156,Responsiveness,2507
8208,6156,Responsiveness,4985
8209,6156,Responsiveness,2903
8210,6156,Responsiveness,3677
8211,6156,Responsiveness,3387
8212,6159,CloseFrds,6139
8213,6159,CloseFrds,5974
8214,6159,CloseFrds,2882
8215,6159,CloseFrds,5849
8216,6159,NegEmoSupp,6139
8217,6159,NegEmoSupp,5974
8218,6159,NegEmoSupp,2882
8219,6159,Responsiveness,3884
8220,6159,Responsiveness,6139
8221,6159,Responsiveness,5974
8222,6159,Responsiveness,2882
8223,6159,Responsiveness,5849
8224,6159,Responsiveness,2498
8225,6168,CloseFrds,4940
8226,6168,CloseFrds,1135
8227,6168,CloseFrds,6367
8228,6168,CloseFrds,2576
8229,6168,CloseFrds,3309
8230,6168,NegEmoSupp,4940
8231,6168,NegEmoSupp,1135
8232,6168,NegEmoSupp,6367
8233,6168,NegEmoSupp,2576
8234,6168,NegEmoSupp,3309
8235,6168,Responsiveness,4940
8236,6168,Responsiveness,1135
8237,6170,CloseFrds,7059
8238,6170,CloseFrds,1131
8239,6170,CloseFrds,2840
8240,6170,CloseFrds,5742
8241,6170,CloseFrds,3529
8242,6170,CloseFrds,2634
8243,6170,NegEmoSupp,7059
8244,6170,NegEmoSupp,1131
8245,6170,NegEmoSupp,2840
8246,6170,NegEmoSupp,5742
8247,6170,NegEmoSupp,3529
8248,6170,NegEmoSupp,2634
8249,6170,Responsiveness,7059
8250,6170,Responsiveness,1131
8251,6170,Responsiveness,2840
8252,6170,Responsiveness,5742
8253,6170,Responsiveness,3529
8254,6170,Responsiveness,2634
8255,6172,CloseFrds,2844
8256,6172,CloseFrds,1847
8257,6172,CloseFrds,3988
8258,6172,CloseFrds,5695
8259,6172,NegEmoSupp,2844
8260,6172,NegEmoSupp,1847
8261,6172,NegEmoSupp,3988
8262,6172,Responsiveness,2844
8263,6172,Responsiveness,1847
8264,6172,Responsiveness,3988
8265,6172,Responsiveness,5695
8266,6172,Responsiveness,3679
8267,6180,CloseFrds,5480
8268,6180,CloseFrds,5049
8269,6180,CloseFrds,6996
8270,6180,CloseFrds,2476
8271,6180,CloseFrds,6615
8272,6180,NegEmoSupp,5480
8273,6180,NegEmoSupp,5049
8274,6180,NegEmoSupp,6615
8275,6180,Responsiveness,5480
8276,6180,Responsiveness,5049
8277,6180,Responsiveness,6996
8278,6180,Responsiveness,6700
8279,6180,Responsiveness,5442
8280,6180,Responsiveness,6615
8281,6183,CloseFrds,5049
8282,6183,CloseFrds,2778
8283,6183,CloseFrds,8134
8284,6183,CloseFrds,2703
8285,6183,NegEmoSupp,5049
8286,6183,Responsiveness,5049
8287,6183,Responsiveness,2778
8288,6183,Responsiveness,8134
8289,6183,Responsiveness,2703
8290,6197,CloseFrds,6700
8291,6197,CloseFrds,5442
8292,6197,CloseFrds,2119
8293,6197,CloseFrds,8310
8294,6197,CloseFrds,5100
8295,6197,NegEmoSupp,6700
8296,6197,NegEmoSupp,5442
8297,6197,NegEmoSupp,8310
8298,6197,NegEmoSupp,5100
8299,6197,Responsiveness,6700
8300,6197,Responsiveness,5442
8301,6197,Responsiveness,8310
8302,6198,CloseFrds,2631
8303,6198,CloseFrds,4443
8304,6198,CloseFrds,6580
8305,6198,CloseFrds,4065
8306,6198,CloseFrds,7415
8307,6198,NegEmoSupp,2631
8308,6198,Responsiveness,4768
8309,6198,Responsiveness,4443
8310,6214,CloseFrds,3137
8311,6214,CloseFrds,5544
8312,6214,CloseFrds,7236
8313,6214,CloseFrds,7445
8314,6214,CloseFrds,1383
8315,6214,CloseFrds,6772
8316,6214,NegEmoSupp,3137
8317,6214,NegEmoSupp,5544
8318,6214,NegEmoSupp,7236
8319,6214,NegEmoSupp,7445
8320,6214,NegEmoSupp,1383
8321,6214,NegEmoSupp,6772
8322,6214,Responsiveness,3137
8323,6214,Responsiveness,5544
8324,6214,Responsiveness,7236
8325,6214,Responsiveness,7445
8326,6214,Responsiveness,1383
8327,6214,Responsiveness,6772
8328,6216,CloseFrds,6748
8329,6216,CloseFrds,1868
8330,6216,CloseFrds,3002
8331,6216,CloseFrds,1970
8332,6216,NegEmoSupp,6748
8333,6216,NegEmoSupp,1868
8334,6216,NegEmoSupp,3002
8335,6216,NegEmoSupp,1970
8336,6216,NegEmoSupp,3849
8337,6216,Responsiveness,6748
8338,6216,Responsiveness,1868
8339,6216,Responsiveness,3002
8340,6216,Responsiveness,1970
8341,6216,Responsiveness,3849
8342,6223,CloseFrds,1333
8343,6223,CloseFrds,4120
8344,6223,CloseFrds,4793
8345,6223,CloseFrds,2001
8346,6223,CloseFrds,5532
8347,6223,CloseFrds,3735
8348,6223,NegEmoSupp,1333
8349,6223,NegEmoSupp,4120
8350,6223,Responsiveness,1333
8351,6223,Responsiveness,4120
8352,6223,Responsiveness,4793
8353,6225,CloseFrds,2419
8354,6225,CloseFrds,7208
8355,6225,CloseFrds,6684
8356,6225,CloseFrds,7134
8357,6225,CloseFrds,6988
8358,6225,CloseFrds,2698
8359,6225,NegEmoSupp,2419
8360,6225,NegEmoSupp,7208
8361,6225,NegEmoSupp,6684
8362,6225,NegEmoSupp,7134
8363,6225,NegEmoSupp,6988
8364,6225,NegEmoSupp,2698
8365,6225,Responsiveness,2419
8366,6225,Responsiveness,7208
8367,6225,Responsiveness,6684
8368,6225,Responsiveness,7134
8369,6225,Responsiveness,6988
8370,6225,Responsiveness,1944
8371,6226,CloseFrds,1571
8372,6226,CloseFrds,6006
8373,6226,NegEmoSupp,1571
8374,6226,Responsiveness,1571
8375,6230,CloseFrds,1021
8376,6230,CloseFrds,5430
8377,6230,CloseFrds,2017
8378,6230,NegEmoSupp,1021
8379,6230,NegEmoSupp,5430
8380,6230,NegEmoSupp,2017
8381,6230,Responsiveness,1021
8382,6230,Responsiveness,3780
8383,6230,Responsiveness,4492
8384,6230,Responsiveness,5430
8385,6230,Responsiveness,7322
8386,6230,Responsiveness,2017
8387,6234,CloseFrds,5868
8388,6234,CloseFrds,6958
8389,6234,CloseFrds,4091
8390,6234,CloseFrds,2479
8391,6234,CloseFrds,3632
8392,6234,CloseFrds,6305
8393,6234,NegEmoSupp,6958
8394,6234,NegEmoSupp,4091
8395,6234,NegEmoSupp,7873
8396,6234,Responsiveness,6958
8397,6234,Responsiveness,4091
8398,6234,Responsiveness,7873
8399,6235,CloseFrds,2514
8400,6235,CloseFrds,1959
8401,6235,CloseFrds,8198
8402,6235,CloseFrds,1833
8403,6235,CloseFrds,3020
8404,6235,CloseFrds,2325
8405,6235,Responsiveness,5825
8406,6235,Responsiveness,3020
8407,6235,Responsiveness,3888
8408,6240,CloseFrds,3749
8409,6240,CloseFrds,7472
8410,6240,CloseFrds,4410
8411,6240,CloseFrds,1976
8412,6240,NegEmoSupp,7472
8413,6240,NegEmoSupp,4410
8414,6240,NegEmoSupp,1976
8415,6240,Responsiveness,7472
8416,6240,Responsiveness,4410
8417,6240,Responsiveness,2044
8418,6240,Responsiveness,1976
8419,6241,CloseFrds,4049
8420,6241,CloseFrds,7996
8421,6241,CloseFrds,4235
8422,6241,CloseFrds,2483
8423,6241,NegEmoSupp,4049
8424,6241,NegEmoSupp,7996
8425,6241,NegEmoSupp,4235
8426,6241,NegEmoSupp,2483
8427,6241,Responsiveness,4049
8428,6241,Responsiveness,7996
8429,6241,Responsiveness,4235
8430,6241,Responsiveness,2483
8431,6252,CloseFrds,4302
8432,6252,CloseFrds,2493
8433,6252,CloseFrds,2945
8434,6252,CloseFrds,2298
8435,6252,CloseFrds,5697
8436,6252,CloseFrds,1221
8437,6252,NegEmoSupp,4302
8438,6252,NegEmoSupp,2493
8439,6252,NegEmoSupp,2945
8440,6252,NegEmoSupp,2298
8441,6252,NegEmoSupp,5697
8442,6252,NegEmoSupp,1221
8443,6252,Responsiveness,4302
8444,6252,Responsiveness,2493
8445,6252,Responsiveness,2945
8446,6252,Responsiveness,2298
8447,6252,Responsiveness,5697
8448,6252,Responsiveness,1221
8449,6254,CloseFrds,3487
8450,6254,CloseFrds,1732
8451,6254,CloseFrds,1192
8452,6254,CloseFrds,2669
8453,6254,CloseFrds,4009
8454,6254,CloseFrds,2886
8455,6254,NegEmoSupp,3487
8456,6254,NegEmoSupp,1192
8457,6254,NegEmoSupp,2554
8458,6254,Responsiveness,3487
8459,6254,Responsiveness,1192
8460,6254,Responsiveness,2554
8461,6254,Responsiveness,2669
8462,6254,Responsiveness,4009
8463,6254,Responsiveness,2886
8464,6255,CloseFrds,3269
8465,6255,CloseFrds,1105
8466,6255,CloseFrds,4519
8467,6255,CloseFrds,2971
8468,6259,CloseFrds,5870
8469,6259,CloseFrds,2679
8470,6259,NegEmoSupp,5870
8471,6259,NegEmoSupp,2679
8472,6259,Responsiveness,5870
8473,6259,Responsiveness,2679
8474,6278,CloseFrds,2194
8475,6278,CloseFrds,5322
8476,6278,CloseFrds,3764
8477,6278,CloseFrds,1845
8478,6278,CloseFrds,6629
8479,6278,CloseFrds,7413
8480,6278,NegEmoSupp,2194
8481,6278,NegEmoSupp,5322
8482,6278,NegEmoSupp,1845
8483,6307,CloseFrds,7799
8484,6307,CloseFrds,5445
8485,6307,CloseFrds,1861
8486,6307,CloseFrds,7933
8487,6307,CloseFrds,5485
8488,6307,CloseFrds,7893
8489,6307,NegEmoSupp,1861
8490,6307,NegEmoSupp,7933
8491,6307,NegEmoSupp,5485
8492,6307,NegEmoSupp,7893
8493,6307,Responsiveness,7799
8494,6307,Responsiveness,5445
8495,6307,Responsiveness,1861
8496,6307,Responsiveness,7933
8497,6307,Responsiveness,5485
8498,6307,Responsiveness,1607
8499,6319,CloseFrds,7863
8500,6319,CloseFrds,4593
8501,6319,CloseFrds,2173
8502,6319,NegEmoSupp,7863
8503,6319,NegEmoSupp,4593
8504,6319,NegEmoSupp,2173
8505,6319,Responsiveness,7863
8506,6319,Responsiveness,4593
8507,6319,Responsiveness,2173
8508,6319,Responsiveness,6125
8509,6319,Responsiveness,5135
8510,6319,Responsiveness,3355
8511,6323,CloseFrds,3884
8512,6323,CloseFrds,3126
8513,6323,CloseFrds,6611
8514,6323,CloseFrds,5473
8515,6323,CloseFrds,3575
8516,6323,CloseFrds,1202
8517,6323,NegEmoSupp,5089
8518,6323,NegEmoSupp,3126
8519,6323,NegEmoSupp,6611
8520,6323,NegEmoSupp,5473
8521,6323,NegEmoSupp,1202
8522,6323,Responsiveness,5089
8523,6323,Responsiveness,3126
8524,6323,Responsiveness,7732
8525,6323,Responsiveness,7946
8526,6323,Responsiveness,2258
8527,6323,Responsiveness,2939
8528,6337,CloseFrds,4900
8529,6337,CloseFrds,7069
8530,6337,CloseFrds,1950
8531,6337,CloseFrds,3698
8532,6337,CloseFrds,6610
8533,6337,CloseFrds,5446
8534,6337,NegEmoSupp,4900
8535,6337,NegEmoSupp,7069
8536,6337,NegEmoSupp,6610
8537,6337,Responsiveness,4900
8538,6337,Responsiveness,7069
8539,6337,Responsiveness,3698
8540,6337,Responsiveness,6610
8541,6337,Responsiveness,5446
8542,6337,Responsiveness,6034
8543,6340,CloseFrds,5595
8544,6340,CloseFrds,5375
8545,6340,CloseFrds,4963
8546,6340,CloseFrds,7568
8547,6340,CloseFrds,5854
8548,6340,CloseFrds,1308
8549,6340,NegEmoSupp,5375
8550,6340,NegEmoSupp,7568
8551,6340,Responsiveness,5375
8552,6340,Responsiveness,7568
8553,6340,Responsiveness,5854
8554,6340,Responsiveness,3422
8555,6349,CloseFrds,1376
8556,6349,CloseFrds,5058
8557,6349,CloseFrds,1953
8558,6349,CloseFrds,1422
8559,6349,CloseFrds,1108
8560,6349,NegEmoSupp,1376
8561,6349,NegEmoSupp,1953
8562,6349,Responsiveness,1376
8563,6349,Responsiveness,5058
8564,6349,Responsiveness,1953
8565,6349,Responsiveness,1108
8566,6357,CloseFrds,5288
8567,6357,CloseFrds,1950
8568,6357,CloseFrds,6036
8569,6357,CloseFrds,2304
8570,6357,NegEmoSupp,5288
8571,6357,Responsiveness,5288
8572,6357,Responsiveness,6036
8573,6365,CloseFrds,2818
8574,6365,CloseFrds,3429
8575,6365,CloseFrds,4841
8576,6365,NegEmoSupp,3429
8577,6365,NegEmoSupp,5962
8578,6365,NegEmoSupp,4841
8579,6365,NegEmoSupp,5628
8580,6365,NegEmoSupp,1171
8581,6365,Responsiveness,3429
8582,6365,Responsiveness,4841
8583,6365,Responsiveness,5628
8584,6370,CloseFrds,8050
8585,6370,CloseFrds,6681
8586,6370,NegEmoSupp,8050
8587,6370,NegEmoSupp,6681
8588,6370,Responsiveness,8050
8589,6370,Responsiveness,6681
8590,6376,CloseFrds,2018
8591,6376,CloseFrds,7075
8592,6376,CloseFrds,4638
8593,6376,CloseFrds,7301
8594,6376,CloseFrds,4107
8595,6376,CloseFrds,5820
8596,6376,NegEmoSupp,2018
8597,6376,NegEmoSupp,7075
8598,6376,NegEmoSupp,4638
8599,6376,NegEmoSupp,7301
8600,6376,NegEmoSupp,4107
8601,6376,NegEmoSupp,5820
8602,6376,Responsiveness,2018
8603,6376,Responsiveness,7075
8604,6376,Responsiveness,4638
8605,6376,Responsiveness,7301
8606,6376,Responsiveness,4107
8607,6376,Responsiveness,5820
8608,6380,CloseFrds,3473
8609,6380,CloseFrds,5640
8610,6380,CloseFrds,1275
8611,6380,CloseFrds,2089
8612,6380,CloseFrds,7171
8613,6380,CloseFrds,6765
8614,6380,NegEmoSupp,3473
8615,6380,NegEmoSupp,1040
8616,6380,NegEmoSupp,4095
8617,6380,Responsiveness,3473
8618,6380,Responsiveness,5491
8619,6380,Responsiveness,1275
8620,6380,Responsiveness,6765
8621,6380,Responsiveness,1040
8622,6384,CloseFrds,7974
8623,6384,CloseFrds,5528
8624,6384,CloseFrds,5290
8625,6384,NegEmoSupp,7974
8626,6384,NegEmoSupp,5528
8627,6384,NegEmoSupp,5290
8628,6384,Responsiveness,7974
8629,6384,Responsiveness,5528
8630,6384,Responsiveness,5290
8631,6384,Responsiveness,4044
8632,6384,Responsiveness,6785
8633,6384,Responsiveness,1009
8634,6394,CloseFrds,8145
8635,6394,NegEmoSupp,1229
8636,6394,NegEmoSupp,2358
8637,6394,NegEmoSupp,4060
8638,6394,Responsiveness,2401
8639,6404,CloseFrds,4769
8640,6404,CloseFrds,2507
8641,6404,CloseFrds,1532
8642,6404,CloseFrds,1815
8643,6404,CloseFrds,7216
8644,6404,CloseFrds,6597
8645,6404,NegEmoSupp,4769
8646,6404,NegEmoSupp,2507
8647,6404,NegEmoSupp,1532
8648,6404,NegEmoSupp,8305
8649,6404,Responsiveness,4769
8650,6404,Responsiveness,2507
8651,6404,Responsiveness,1532
8652,6404,Responsiveness,1393
8653,6404,Responsiveness,8305
8654,6404,Responsiveness,4348
8655,6420,CloseFrds,7808
8656,6420,CloseFrds,4504
8657,6420,CloseFrds,6095
8658,6420,CloseFrds,3164
8659,6420,NegEmoSupp,7808
8660,6420,NegEmoSupp,4504
8661,6420,NegEmoSupp,2412
8662,6420,Responsiveness,7808
8663,6420,Responsiveness,4504
8664,6420,Responsiveness,6095
8665,6420,Responsiveness,2412
8666,6420,Responsiveness,3164
8667,6420,Responsiveness,6931
8668,6421,CloseFrds,4021
8669,6421,NegEmoSupp,4021
8670,6421,Responsiveness,7063
8671,6421,Responsiveness,4021
8672,6421,Responsiveness,5055
8673,6421,Responsiveness,2181
8674,6424,CloseFrds,1274
8675,6424,CloseFrds,4068
8676,6424,CloseFrds,3386
8677,6424,CloseFrds,2398
8678,6424,CloseFrds,1458
8679,6424,CloseFrds,6053
8680,6424,NegEmoSupp,1274
8681,6424,NegEmoSupp,4068
8682,6424,NegEmoSupp,3386
8683,6424,NegEmoSupp,2398
8684,6424,NegEmoSupp,1458
8685,6424,NegEmoSupp,6053
8686,6424,Responsiveness,1274
8687,6424,Responsiveness,4068
8688,6424,Responsiveness,3386
8689,6424,Responsiveness,2398
8690,6424,Responsiveness,1458
8691,6424,Responsiveness,6053
8692,6426,CloseFrds,5679
8693,6426,CloseFrds,4863
8694,6426,NegEmoSupp,5679
8695,6426,Responsiveness,5679
8696,6426,Responsiveness,8135
8697,6426,Responsiveness,4863
8698,6426,Responsiveness,1761
8699,6426,Responsiveness,1486
8700,6426,Responsiveness,3394
8701,6432,CloseFrds,5478
8702,6432,CloseFrds,8160
8703,6432,CloseFrds,7347
8704,6432,CloseFrds,2214
8705,6432,CloseFrds,1831
8706,6432,NegEmoSupp,5478
8707,6432,NegEmoSupp,2214
8708,6432,Responsiveness,5478
8709,6432,Responsiveness,2214
8710,6435,CloseFrds,6536
8711,6435,CloseFrds,6708
8712,6435,CloseFrds,3679
8713,6435,CloseFrds,4805
8714,6435,CloseFrds,6401
8715,6435,NegEmoSupp,6536
8716,6435,NegEmoSupp,6708
8717,6435,NegEmoSupp,3679
8718,6435,NegEmoSupp,4805
8719,6435,Responsiveness,6536
8720,6435,Responsiveness,6708
8721,6435,Responsiveness,4805
8722,6435,Responsiveness,6401
8723,6445,CloseFrds,5766
8724,6445,CloseFrds,5298
8725,6445,CloseFrds,2559
8726,6445,CloseFrds,8209
8727,6445,CloseFrds,2944
8728,6445,NegEmoSupp,5766
8729,6445,NegEmoSupp,2559
