rank,PID,networkType,nom
23913,2836,emoSuppGive,4953
23914,2836,emoSuppRec,4953
23915,2836,studyWith,4953
23916,2836,covidTalk,4953
23917,2836,diffTopics,4656
23918,2836,emoSuppGive,4656
23919,2836,emoSuppRec,4656
23920,2836,studyWith,4656
23921,2836,covidTalk,4656
23922,2836,diffTopics,7916
23923,2836,emoSuppGive,7916
23924,2836,emoSuppRec,7916
23925,2836,studyWith,7916
23926,2836,covidTalk,7916
23927,2836,diffTopics,1256
23928,2836,emoSuppGive,1256
23929,2836,emoSuppRec,1256
23930,2836,studyWith,1256
23931,2836,covidTalk,1256
23932,2836,diffTopics,2177
23933,2836,emoSuppGive,2177
23934,2836,emoSuppRec,2177
23935,2836,studyWith,2177
23936,2836,covidTalk,2177
23937,2836,diffTopics,7442
23938,2836,emoSuppGive,7442
23939,2836,emoSuppRec,7442
23940,2836,studyWith,7442
23941,2836,covidTalk,7442
23942,2836,emoSuppRec,1238
23943,2836,covidTalk,1238
23944,2836,emoSuppRec,5737
23945,2836,studyWith,5737
23946,2836,covidTalk,5737
23947,2836,emoSuppRec,7743
23948,2836,covidTalk,7743
23949,2836,diffTopics,8014
23950,2836,emoSuppGive,8014
23951,2836,emoSuppRec,8014
23952,2836,studyWith,8014
23953,2836,covidTalk,8014
23954,5607,diffTopics,5761
23955,5607,emoSuppGive,5761
23956,5607,emoSuppRec,5761
23957,5607,studyWith,5761
23958,5607,covidTalk,5761
23959,5607,diffTopics,4542
23960,5607,emoSuppGive,4542
23961,5607,emoSuppRec,4542
23962,5607,studyWith,4542
23963,5607,covidTalk,4542
23964,5607,diffTopics,3721
23965,5607,emoSuppGive,3721
23966,5607,emoSuppRec,3721
23967,5607,covidTalk,3721
23968,5607,diffTopics,3017
23969,5607,emoSuppGive,3017
23970,5607,emoSuppRec,3017
23971,5607,studyWith,3017
23972,5607,covidTalk,3017
23973,5607,emoSuppRec,5338
23974,5607,covidTalk,5338
23975,5607,emoSuppRec,1988
23976,5607,studyWith,1988
23977,5607,covidTalk,1988
23978,5607,diffTopics,4142
23979,5607,emoSuppRec,4142
23980,5607,studyWith,4142
23981,5607,covidTalk,4142
23982,5607,diffTopics,5915
23983,5607,emoSuppGive,5915
23984,5607,emoSuppRec,5915
23985,5607,studyWith,5915
23986,5607,covidTalk,5915
23987,5607,diffTopics,5812
23988,5607,emoSuppRec,5812
23989,5607,studyWith,5812
23990,5607,covidTalk,5812
23991,5607,diffTopics,7035
23992,5607,emoSuppGive,7035
23993,5607,emoSuppRec,7035
23994,5607,covidTalk,7035
23995,7971,diffTopics,4376
23996,7971,emoSuppGive,4376
23997,7971,emoSuppRec,4376
23998,7971,covidTalk,4376
23999,7971,diffTopics,6427
24000,7971,emoSuppGive,6427
24001,7971,emoSuppRec,6427
24002,7971,covidTalk,6427
24003,7971,diffTopics,1069
24004,7971,emoSuppGive,1069
24005,7971,emoSuppRec,1069
24006,7971,covidTalk,1069
24007,7971,emoSuppRec,3233
24008,7971,covidTalk,3233
24009,7971,diffTopics,3864
24010,7971,emoSuppGive,3864
24011,7971,emoSuppRec,3864
24012,7971,covidTalk,3864
24013,7971,diffTopics,3338
24014,7971,emoSuppGive,3338
24015,7971,emoSuppRec,3338
24016,7971,covidTalk,3338
24017,7971,diffTopics,1738
24018,7971,emoSuppGive,1738
24019,7971,emoSuppRec,1738
24020,7971,covidTalk,1738
24021,7971,diffTopics,8000
24022,7971,emoSuppGive,8000
24023,7971,emoSuppRec,8000
24024,7971,covidTalk,8000
24025,7971,diffTopics,3842
24026,7971,emoSuppGive,3842
24027,7971,emoSuppRec,3842
24028,7971,covidTalk,3842
24029,7971,diffTopics,2301
24030,7971,emoSuppGive,2301
24031,7971,emoSuppRec,2301
24032,7971,covidTalk,2301
24033,1282,diffTopics,7286
24034,1282,emoSuppGive,7286
24035,1282,emoSuppRec,7286
24036,1282,covidTalk,7286
24037,1282,diffTopics,6865
24038,1282,emoSuppGive,6865
24039,1282,emoSuppRec,6865
24040,1282,covidTalk,6865
24041,1282,diffTopics,4858
24042,1282,emoSuppGive,4858
24043,1282,emoSuppRec,4858
24044,1282,covidTalk,4858
24045,1282,covidTalk,3024
24046,6234,diffTopics,4091
24047,6234,emoSuppGive,4091
24048,6234,emoSuppRec,4091
24049,6234,studyWith,4091
24050,6234,covidTalk,4091
24051,6234,diffTopics,6958
24052,6234,emoSuppGive,6958
24053,6234,emoSuppRec,6958
24054,6234,studyWith,6958
24055,6234,covidTalk,6958
24056,6234,studyWith,7873
24057,6234,covidTalk,7873
24058,6234,studyWith,2479
24059,6234,covidTalk,2479
24060,6234,studyWith,5868
24061,6234,covidTalk,5868
24062,6234,studyWith,6305
24063,6234,covidTalk,6305
24064,6234,studyWith,3632
24065,6234,covidTalk,3632
24066,6234,studyWith,4421
24067,6234,covidTalk,4421
24068,6234,studyWith,5440
24069,6234,covidTalk,5440
24070,6234,diffTopics,4858
24071,6234,emoSuppGive,4858
24072,6234,covidTalk,4858
24073,2310,diffTopics,4446
24074,2310,emoSuppGive,4446
24075,2310,emoSuppRec,4446
24076,2310,studyWith,4446
24077,2310,covidTalk,4446
24078,2310,diffTopics,3979
24079,2310,emoSuppGive,3979
24080,2310,emoSuppRec,3979
24081,2310,covidTalk,3979
24082,2310,diffTopics,6165
24083,2310,emoSuppGive,6165
24084,2310,emoSuppRec,6165
24085,2310,covidTalk,6165
24086,2310,diffTopics,4902
24087,2310,emoSuppGive,4902
24088,2310,covidTalk,4902
24089,2310,diffTopics,2783
24090,2310,emoSuppGive,2783
24091,2310,emoSuppRec,2783
24092,2310,covidTalk,2783
24093,2310,diffTopics,7951
24094,2310,emoSuppGive,7951
24095,2310,covidTalk,7951
24096,2310,diffTopics,7521
24097,1564,diffTopics,5395
24098,1564,emoSuppRec,5395
24099,1564,covidTalk,5395
24100,1564,diffTopics,5240
24101,1564,emoSuppRec,5240
24102,1564,covidTalk,5240
24103,1564,covidTalk,7305
24104,1564,covidTalk,3625
24105,1564,covidTalk,4520
24106,1564,diffTopics,2202
24107,1564,emoSuppGive,2202
24108,1564,emoSuppRec,2202
24109,1564,covidTalk,2202
24110,1564,covidTalk,4089
24111,1564,covidTalk,1488
24112,1564,covidTalk,2729
24113,1564,covidTalk,5273
24114,1505,diffTopics,8119
24115,1505,emoSuppGive,8119
24116,1505,emoSuppRec,8119
24117,1505,studyWith,8119
24118,1505,covidTalk,8119
24119,1505,diffTopics,6028
24120,1505,emoSuppGive,6028
24121,1505,emoSuppRec,6028
24122,1505,covidTalk,6028
24123,1505,covidTalk,2635
24124,1505,covidTalk,1981
24125,6958,diffTopics,5868
24126,6958,emoSuppGive,5868
24127,6958,emoSuppRec,5868
24128,6958,studyWith,5868
24129,6958,covidTalk,5868
24130,6958,diffTopics,7873
24131,6958,emoSuppGive,7873
24132,6958,emoSuppRec,7873
24133,6958,emoSuppGive,2479
24134,6958,studyWith,2479
24135,6958,covidTalk,2479
24136,6958,emoSuppRec,6234
24137,6958,studyWith,6234
24138,6958,covidTalk,6234
24139,6958,studyWith,4091
24140,6958,covidTalk,4091
24141,6958,emoSuppGive,3632
24142,6958,covidTalk,3632
24143,6958,studyWith,6305
24144,6958,covidTalk,6305
24145,6958,emoSuppRec,8008
24146,6958,studyWith,8008
24147,6445,diffTopics,5298
24148,6445,emoSuppGive,5298
24149,6445,emoSuppRec,5298
24150,6445,covidTalk,5298
24151,6445,diffTopics,2944
24152,6445,emoSuppRec,2944
24153,6445,covidTalk,2944
24154,6445,diffTopics,5766
24155,6445,emoSuppGive,5766
24156,6445,emoSuppRec,5766
24157,6445,covidTalk,5766
24158,6445,diffTopics,8209
24159,6445,emoSuppGive,8209
24160,6445,emoSuppRec,8209
24161,6445,studyWith,8209
24162,6445,covidTalk,8209
24163,6445,emoSuppRec,6140
24164,6445,studyWith,6140
24165,6445,covidTalk,6140
24166,6445,diffTopics,5069
24167,6445,emoSuppGive,5069
24168,6445,emoSuppRec,5069
24169,6445,covidTalk,5069
24170,6384,diffTopics,7974
24171,6384,emoSuppRec,7974
24172,6384,covidTalk,7974
24173,6384,diffTopics,5290
24174,6384,emoSuppGive,5290
24175,6384,emoSuppRec,5290
24176,6384,covidTalk,5290
24177,6384,diffTopics,5528
24178,6384,covidTalk,5528
24179,6384,covidTalk,1009
24180,6384,covidTalk,4044
24181,6384,covidTalk,2725
24182,6384,studyWith,1169
24183,6384,covidTalk,1169
24184,4774,diffTopics,4089
24185,4774,emoSuppGive,4089
24186,4774,emoSuppRec,4089
24187,4774,covidTalk,4089
24188,4774,emoSuppRec,5240
24189,4774,covidTalk,5240
24190,4774,covidTalk,5395
24191,4774,studyWith,2202
24192,4774,covidTalk,2202
24193,4774,studyWith,5328
24194,4774,covidTalk,5328
24195,4774,studyWith,2346
24196,4774,covidTalk,2346
24197,4774,studyWith,4440
24198,4774,covidTalk,4440
24199,6394,diffTopics,1162
24200,6394,emoSuppGive,1162
24201,6394,emoSuppRec,1162
24202,6394,studyWith,1162
24203,6394,covidTalk,1162
24204,1768,studyWith,7137
24205,1768,covidTalk,7137
24206,1768,emoSuppGive,2228
24207,1768,studyWith,2228
24208,1768,covidTalk,2228
24209,7120,diffTopics,2562
24210,7120,emoSuppGive,2562
24211,7120,emoSuppRec,2562
24212,7120,studyWith,2562
24213,7120,covidTalk,2562
24214,7120,diffTopics,7169
24215,7120,emoSuppGive,7169
24216,7120,emoSuppRec,7169
24217,7120,covidTalk,7169
24218,7120,emoSuppGive,7770
24219,7120,emoSuppRec,7770
24220,7120,covidTalk,7770
24221,4891,diffTopics,7866
24222,4891,emoSuppRec,7866
24223,4891,diffTopics,1295
24224,4891,studyWith,2422
24225,4891,studyWith,5446
24226,5726,diffTopics,2409
24227,5726,emoSuppGive,2409
24228,5726,emoSuppRec,2409
24229,5726,studyWith,2409
24230,5726,covidTalk,2409
24231,5726,diffTopics,6477
24232,5726,emoSuppGive,6477
24233,5726,emoSuppRec,6477
24234,5726,studyWith,6477
24235,5726,covidTalk,6477
24236,5726,diffTopics,2704
24237,5726,covidTalk,2704
24238,5726,studyWith,3685
24239,5726,covidTalk,3685
24240,5726,diffTopics,3928
24241,5726,emoSuppRec,3928
24242,5726,studyWith,3928
24243,5726,covidTalk,3928
24244,5726,covidTalk,4589
24245,5726,studyWith,1773
24246,5726,covidTalk,1773
24247,5726,studyWith,6561
24248,5726,covidTalk,6561
24249,5726,emoSuppGive,4092
24250,5726,emoSuppRec,4092
24251,5726,studyWith,4092
24252,5726,covidTalk,4092
24253,7489,emoSuppRec,5362
24254,7489,studyWith,5362
24255,7489,diffTopics,5320
24256,7489,emoSuppGive,5320
24257,7661,diffTopics,5291
24258,7661,emoSuppRec,5291
24259,7661,covidTalk,5291
24260,7661,diffTopics,4349
24261,7661,emoSuppRec,4349
24262,7661,covidTalk,4349
24263,7661,diffTopics,7103
24264,7661,emoSuppGive,7103
24265,7661,emoSuppRec,7103
24266,7661,covidTalk,7103
24267,7661,emoSuppRec,8185
24268,7661,covidTalk,8185
24269,7661,covidTalk,8048
24270,7661,diffTopics,3696
24271,7661,emoSuppRec,3696
24272,7661,diffTopics,4390
24273,7661,emoSuppGive,4390
24274,7661,emoSuppRec,4390
24275,7661,covidTalk,4390
24276,2108,diffTopics,1034
24277,2108,emoSuppGive,1034
24278,2108,emoSuppRec,1034
24279,2108,covidTalk,1034
24280,3991,diffTopics,7804
24281,3991,emoSuppGive,7804
24282,3991,emoSuppRec,7804
24283,3991,covidTalk,7804
24284,3991,diffTopics,6358
24285,3991,emoSuppGive,6358
24286,3991,emoSuppRec,6358
24287,3991,studyWith,6358
24288,3991,covidTalk,6358
24289,3991,diffTopics,5511
24290,3991,studyWith,5511
24291,3991,covidTalk,5511
24292,5896,diffTopics,7994
24293,5896,emoSuppGive,7994
24294,5896,emoSuppRec,7994
24295,5896,studyWith,7994
24296,5896,covidTalk,7994
24297,5896,diffTopics,6348
24298,5896,emoSuppRec,6348
24299,5896,covidTalk,6348
24300,5896,emoSuppGive,6685
24301,5896,emoSuppRec,6685
24302,5896,covidTalk,6685
24303,5896,emoSuppGive,1901
24304,5896,emoSuppRec,1901
24305,5896,covidTalk,1901
24306,5896,emoSuppGive,8310
24307,5896,emoSuppRec,8310
24308,5896,covidTalk,8310
24309,5896,diffTopics,7521
24310,5896,emoSuppGive,7521
24311,5896,emoSuppRec,7521
24312,5896,covidTalk,7521
24313,5896,diffTopics,2315
24314,5896,emoSuppGive,2315
24315,5896,emoSuppRec,2315
24316,5896,covidTalk,2315
24317,5896,diffTopics,2968
24318,5896,emoSuppRec,2968
24319,5896,covidTalk,2968
24320,5896,emoSuppGive,5358
24321,5896,emoSuppRec,5358
24322,5896,studyWith,5358
24323,5896,covidTalk,5358
24324,5896,emoSuppGive,4273
24325,5896,emoSuppRec,4273
24326,5896,covidTalk,4273
24327,5169,diffTopics,6607
24328,5169,emoSuppGive,6607
24329,5169,emoSuppRec,6607
24330,5169,studyWith,6607
24331,5169,covidTalk,6607
24332,5169,studyWith,2445
24333,5169,covidTalk,2445
24334,5169,studyWith,6003
24335,5169,covidTalk,6003
24336,5169,emoSuppRec,5467
24337,5169,studyWith,5467
24338,5169,covidTalk,5467
24339,2020,diffTopics,3722
24340,2020,emoSuppGive,3722
24341,2020,emoSuppRec,3722
24342,2020,covidTalk,3020
24343,7014,diffTopics,5825
24344,7014,emoSuppGive,5825
24345,7014,emoSuppRec,5825
24346,7014,studyWith,5825
24347,7014,covidTalk,5825
24348,7014,diffTopics,5117
24349,7014,emoSuppGive,5117
24350,7014,emoSuppRec,5117
24351,7014,covidTalk,5117
24352,7014,covidTalk,7285
24353,7014,studyWith,2412
24354,7014,emoSuppGive,4232
24355,7014,emoSuppRec,4232
24356,7014,covidTalk,4232
24357,7014,diffTopics,7193
24358,7014,emoSuppGive,7193
24359,7014,covidTalk,7193
24360,2101,diffTopics,4502
24361,2101,emoSuppGive,4502
24362,2101,emoSuppRec,4502
24363,2101,studyWith,4502
24364,2101,covidTalk,4502
24365,2101,diffTopics,5591
24366,2101,emoSuppGive,5591
24367,2101,emoSuppRec,5591
24368,2101,covidTalk,5591
24369,2101,diffTopics,2107
24370,2101,emoSuppGive,2107
24371,2101,emoSuppRec,2107
24372,2101,covidTalk,2107
24373,2101,covidTalk,3522
24374,2101,covidTalk,1351
24375,2101,studyWith,5072
24376,2101,studyWith,8015
24377,2101,covidTalk,5817
24378,1150,diffTopics,1833
24379,1150,covidTalk,1833
24380,1150,diffTopics,2806
24381,1150,emoSuppGive,2806
24382,1150,emoSuppRec,2806
24383,1150,covidTalk,2806
24384,1150,diffTopics,7285
24385,1150,covidTalk,7285
24386,1150,diffTopics,1132
24387,1150,emoSuppGive,1132
24388,1150,emoSuppRec,1132
24389,1150,covidTalk,1132
24390,1150,diffTopics,2799
24391,1150,diffTopics,4424
24392,1150,emoSuppGive,4424
24393,1150,emoSuppRec,4424
24394,1150,covidTalk,4424
24395,1150,diffTopics,3041
24396,1150,emoSuppGive,3041
24397,1150,covidTalk,3041
24398,1150,diffTopics,4135
24399,1150,covidTalk,4135
24400,1150,diffTopics,8323
24401,1150,emoSuppRec,8323
24402,1150,covidTalk,8323
24403,1150,emoSuppRec,7442
24404,1150,covidTalk,7442
24405,6460,diffTopics,3110
24406,6460,covidTalk,3110
24407,6460,diffTopics,1048
24408,6460,covidTalk,1048
24409,6460,studyWith,5038
24410,6460,covidTalk,5038
24411,4695,diffTopics,5594
24412,4695,emoSuppGive,5594
24413,4695,emoSuppRec,5594
24414,4695,covidTalk,5594
24415,4695,diffTopics,1220
24416,4695,emoSuppGive,1220
24417,4695,emoSuppRec,1220
24418,4695,covidTalk,1220
24419,4695,diffTopics,6976
24420,4695,emoSuppGive,6976
24421,4695,emoSuppRec,6976
24422,4695,diffTopics,3990
24423,4695,emoSuppGive,3990
24424,4695,emoSuppRec,3990
24425,4695,covidTalk,3990
24426,4695,diffTopics,7892
24427,4695,diffTopics,4142
24428,4695,emoSuppGive,4142
24429,4695,emoSuppRec,4142
24430,4695,covidTalk,2224
24431,4355,diffTopics,1656
24432,4355,emoSuppGive,1656
24433,4355,emoSuppRec,1656
24434,4355,studyWith,1656
24435,4355,covidTalk,1656
24436,4355,covidTalk,3357
24437,4355,covidTalk,1728
24438,4355,covidTalk,3107
24439,4355,emoSuppGive,2870
24440,4355,covidTalk,2870
24441,6365,diffTopics,3429
24442,6365,emoSuppRec,3429
24443,6365,covidTalk,3429
24444,6365,diffTopics,4841
24445,6365,emoSuppGive,4841
24446,6365,emoSuppRec,4841
24447,6365,covidTalk,4841
24448,6365,diffTopics,5962
24449,6365,emoSuppRec,5962
24450,6365,covidTalk,5962
24451,6365,emoSuppRec,8196
24452,6365,studyWith,8196
24453,6365,covidTalk,8196
24454,6365,emoSuppRec,5428
24455,6365,studyWith,5428
24456,6365,covidTalk,5428
24457,6365,emoSuppRec,6346
24458,6365,studyWith,6346
24459,6365,covidTalk,6346
24460,1744,diffTopics,6864
24461,1744,emoSuppGive,6864
24462,1744,emoSuppRec,6864
24463,1744,studyWith,6864
24464,1744,covidTalk,6864
24465,1744,diffTopics,1103
24466,1744,emoSuppRec,1103
24467,1744,studyWith,1103
24468,1744,covidTalk,1103
24469,1744,diffTopics,8079
24470,1744,emoSuppRec,8079
24471,1744,covidTalk,8079
24472,1744,emoSuppGive,2221
24473,1744,studyWith,2221
24474,1744,covidTalk,2221
24475,7866,diffTopics,1295
24476,7866,emoSuppGive,1295
24477,7866,studyWith,1295
24478,7866,covidTalk,1295
24479,7065,diffTopics,2720
24480,7065,emoSuppGive,2720
24481,7065,emoSuppRec,2720
24482,7065,covidTalk,2720
24483,7065,diffTopics,6375
24484,7065,emoSuppGive,6375
24485,7065,emoSuppRec,6375
24486,7065,diffTopics,3399
24487,7065,emoSuppRec,3399
24488,7065,studyWith,3399
24489,7065,covidTalk,3399
24490,7065,diffTopics,5212
24491,7065,emoSuppGive,5212
24492,7065,emoSuppRec,5212
24493,7065,studyWith,5212
24494,7065,diffTopics,7197
24495,7065,emoSuppGive,7197
24496,7065,emoSuppRec,7197
24497,7065,covidTalk,7197
24498,7065,covidTalk,7351
24499,7065,diffTopics,4113
24500,7065,emoSuppRec,4113
24501,7065,emoSuppGive,6447
24502,7065,studyWith,6447
24503,2566,diffTopics,7161
24504,2566,emoSuppGive,7161
24505,2566,emoSuppRec,7161
24506,2566,studyWith,7161
24507,2566,covidTalk,7161
24508,2566,diffTopics,1792
24509,2566,emoSuppRec,1792
24510,2566,covidTalk,1792
24511,2566,diffTopics,1636
24512,2566,emoSuppRec,1636
24513,2566,covidTalk,1636
24514,2566,diffTopics,1268
24515,2566,emoSuppRec,1268
24516,2566,covidTalk,1268
24517,2566,diffTopics,4650
24518,2566,emoSuppRec,4650
24519,2566,covidTalk,4650
24520,2566,diffTopics,5156
24521,2566,emoSuppGive,5156
24522,2566,emoSuppRec,5156
24523,2566,covidTalk,5156
24524,2566,diffTopics,1625
24525,2566,emoSuppGive,1625
24526,2566,emoSuppRec,1625
24527,2566,covidTalk,1625
24528,2566,diffTopics,1301
24529,2566,emoSuppRec,1301
24530,2566,covidTalk,1301
24531,2566,diffTopics,5313
24532,2566,emoSuppGive,5313
24533,2566,emoSuppRec,5313
24534,2566,studyWith,5313
24535,2566,covidTalk,5313
24536,2566,diffTopics,7069
24537,2566,emoSuppGive,7069
24538,2566,studyWith,7069
24539,2566,covidTalk,7069
24540,6156,diffTopics,2507
24541,6156,emoSuppGive,2507
24542,6156,emoSuppRec,2507
24543,6156,studyWith,2507
24544,6156,covidTalk,2507
24545,6156,diffTopics,2903
24546,6156,emoSuppGive,2903
24547,6156,emoSuppRec,2903
24548,6156,studyWith,2903
24549,6156,covidTalk,2903
24550,6156,diffTopics,3677
24551,6156,studyWith,3677
24552,6156,covidTalk,3677
24553,6156,diffTopics,1665
24554,6156,covidTalk,1665
24555,6156,diffTopics,4985
24556,6156,covidTalk,4985
24557,6156,diffTopics,3387
24558,6156,covidTalk,3387
24559,3880,diffTopics,3874
24560,3880,emoSuppGive,3874
24561,3880,emoSuppRec,3874
24562,3880,covidTalk,3874
24563,3880,diffTopics,2077
24564,3880,emoSuppGive,2077
24565,3880,emoSuppRec,2077
24566,3880,diffTopics,8203
24567,3880,covidTalk,8203
24568,3880,diffTopics,7293
24569,3880,covidTalk,7293
24570,3880,studyWith,2705
24571,3880,covidTalk,2705
24572,3880,studyWith,1163
24573,3880,covidTalk,1163
24574,3880,covidTalk,4818
24575,6198,diffTopics,4443
24576,6198,emoSuppGive,4443
24577,6198,emoSuppRec,4443
24578,6198,covidTalk,4443
24579,6198,diffTopics,4768
24580,6198,emoSuppGive,4768
24581,6198,covidTalk,4768
24582,6198,diffTopics,7492
24583,6198,covidTalk,7492
24584,6198,emoSuppRec,6580
24585,6198,covidTalk,6580
24586,6198,emoSuppRec,1448
24587,6198,covidTalk,1448
24588,6198,emoSuppRec,8210
24589,6198,covidTalk,8210
24590,6198,covidTalk,1573
24591,6198,covidTalk,2361
24592,6198,covidTalk,4065
24593,6198,diffTopics,2631
24594,6198,emoSuppGive,2631
24595,6198,emoSuppRec,2631
24596,6198,studyWith,2631
24597,6198,covidTalk,2631
24598,2918,diffTopics,2941
24599,2918,emoSuppGive,2941
24600,2918,emoSuppRec,2941
24601,2918,covidTalk,2941
24602,2918,diffTopics,4338
24603,2918,emoSuppGive,4338
24604,2918,emoSuppRec,4338
24605,2918,covidTalk,4338
24606,2918,diffTopics,2813
24607,2918,emoSuppGive,2813
24608,2918,emoSuppRec,2813
24609,2918,covidTalk,2813
24610,2918,diffTopics,5089
24611,2918,emoSuppGive,5089
24612,2918,emoSuppRec,5089
24613,2918,studyWith,5089
24614,2918,covidTalk,5089
24615,2918,diffTopics,5304
24616,2918,emoSuppGive,5304
24617,2918,covidTalk,5304
24618,2918,emoSuppRec,1802
24619,2918,covidTalk,1802
24620,2918,diffTopics,6130
24621,2918,emoSuppGive,6130
24622,2918,emoSuppRec,6130
24623,2918,studyWith,6130
24624,2918,covidTalk,6130
24625,2918,emoSuppGive,3775
24626,2918,emoSuppRec,3775
24627,2918,covidTalk,3775
24628,2918,emoSuppGive,8295
24629,2918,emoSuppRec,8295
24630,2918,covidTalk,8295
24631,2918,emoSuppGive,2978
24632,2918,emoSuppRec,2978
24633,2918,covidTalk,2978
24634,5700,diffTopics,3969
24635,5700,emoSuppGive,3969
24636,5700,covidTalk,3969
24637,5700,diffTopics,4003
24638,5700,covidTalk,4003
24639,1663,diffTopics,2484
24640,1663,emoSuppGive,2484
24641,1663,emoSuppRec,2484
24642,1663,covidTalk,2484
24643,1663,diffTopics,4370
24644,1663,emoSuppGive,4370
24645,1663,emoSuppRec,4370
24646,1663,covidTalk,4370
24647,1663,covidTalk,1833
24648,1663,diffTopics,2514
24649,1663,emoSuppGive,2514
24650,1663,emoSuppRec,2514
24651,1663,covidTalk,2514
24652,1663,studyWith,5022
24653,1663,covidTalk,5022
24654,1663,covidTalk,3888
24655,1362,diffTopics,3877
24656,1362,emoSuppGive,3877
24657,1362,emoSuppRec,3877
24658,1362,studyWith,3877
24659,1362,covidTalk,3877
24660,1362,studyWith,1837
24661,1362,diffTopics,1074
24662,1362,emoSuppGive,1074
24663,1362,emoSuppRec,1074
24664,1362,studyWith,1074
24665,1362,covidTalk,1074
24666,1362,diffTopics,1771
24667,1362,emoSuppGive,1771
24668,1362,emoSuppRec,1771
24669,1362,covidTalk,1771
24670,1362,studyWith,2583
24671,6037,diffTopics,4797
24672,6037,studyWith,4797
24673,6037,covidTalk,4797
24674,6037,diffTopics,4344
24675,6037,emoSuppGive,4344
24676,6037,emoSuppRec,4344
24677,6037,covidTalk,4344
24678,6037,diffTopics,8305
24679,6037,emoSuppGive,8305
24680,6037,covidTalk,8305
24681,6037,emoSuppGive,7082
24682,6037,covidTalk,7082
24683,6037,diffTopics,6213
24684,6037,emoSuppRec,6213
24685,6037,covidTalk,6213
24686,6037,diffTopics,7465
24687,6037,emoSuppRec,7465
24688,6037,covidTalk,7465
24689,6037,diffTopics,4837
24690,6037,emoSuppRec,4837
24691,6037,studyWith,4837
24692,6037,covidTalk,4837
24693,5702,emoSuppGive,3861
24694,5702,studyWith,3861
24695,5702,covidTalk,3861
24696,5702,diffTopics,3287
24697,5702,emoSuppRec,3287
24698,5702,studyWith,3287
24699,5702,covidTalk,3287
24700,5702,studyWith,4396
24701,5702,covidTalk,4396
24702,5702,studyWith,7581
24703,5702,covidTalk,7581
24704,5702,studyWith,3138
24705,5702,covidTalk,3138
24706,3409,diffTopics,4206
24707,3409,emoSuppGive,4206
24708,3409,emoSuppRec,4206
24709,3409,covidTalk,4206
24710,3409,diffTopics,1656
24711,3409,emoSuppGive,1656
24712,3409,emoSuppRec,1656
24713,3409,covidTalk,1656
24714,3409,diffTopics,8283
24715,3409,emoSuppGive,8283
24716,3409,emoSuppRec,8283
24717,3409,covidTalk,8283
24718,3409,diffTopics,6178
24719,3409,emoSuppRec,6178
24720,3409,covidTalk,6178
24721,1095,diffTopics,2918
24722,1095,emoSuppGive,2918
24723,1095,emoSuppRec,2918
24724,1095,studyWith,2918
24725,1095,covidTalk,2918
24726,1095,diffTopics,7602
24727,1095,emoSuppRec,7602
24728,1095,studyWith,7602
24729,1095,covidTalk,7602
24730,1095,diffTopics,7784
24731,1095,emoSuppRec,7784
24732,1095,studyWith,7784
24733,1095,covidTalk,7784
24734,1095,diffTopics,4511
24735,1095,emoSuppRec,4511
24736,1095,studyWith,4511
24737,1095,covidTalk,4511
24738,1095,diffTopics,4918
24739,1095,emoSuppGive,4918
24740,1095,emoSuppRec,4918
24741,1095,covidTalk,4918
24742,1095,diffTopics,5972
24743,1095,emoSuppRec,5972
24744,1095,studyWith,5972
24745,1095,covidTalk,5972
24746,1095,diffTopics,6716
24747,1095,emoSuppGive,6716
24748,1095,emoSuppRec,6716
24749,1095,studyWith,6716
24750,1095,covidTalk,6716
24751,1095,diffTopics,6998
24752,1095,emoSuppGive,6998
24753,1095,emoSuppRec,6998
24754,1095,covidTalk,6998
24755,1095,diffTopics,3724
24756,1095,emoSuppGive,3724
24757,1095,emoSuppRec,3724
24758,1095,covidTalk,3724
24759,3271,studyWith,8295
24760,3271,covidTalk,8295
24761,3271,emoSuppGive,3775
24762,3271,studyWith,3775
24763,3271,covidTalk,3775
24764,3271,studyWith,4373
24765,3271,covidTalk,4373
24766,3271,studyWith,3259
24767,1703,diffTopics,8062
24768,1703,emoSuppGive,8062
24769,1703,emoSuppRec,8062
24770,1703,studyWith,8062
24771,1703,covidTalk,8062
24772,1703,diffTopics,6620
24773,1703,emoSuppGive,6620
24774,1703,emoSuppRec,6620
24775,1703,covidTalk,6620
24776,1703,diffTopics,2543
24777,1703,emoSuppRec,2543
24778,1703,covidTalk,2543
24779,1703,diffTopics,4859
24780,1703,emoSuppGive,4859
24781,1703,emoSuppRec,4859
24782,1703,covidTalk,4859
24783,1703,diffTopics,3693
24784,1703,emoSuppRec,3693
24785,1703,covidTalk,3693
24786,1703,diffTopics,4558
24787,1703,emoSuppRec,4558
24788,1703,covidTalk,4558
24789,1703,diffTopics,7081
24790,1703,emoSuppGive,7081
24791,1703,emoSuppRec,7081
24792,1703,studyWith,7081
24793,1703,covidTalk,7081
24794,1703,covidTalk,6408
24795,1703,studyWith,7262
24796,1703,covidTalk,7262
24797,1703,covidTalk,4090
24798,2750,diffTopics,1539
24799,2750,emoSuppGive,1539
24800,2750,emoSuppRec,1539
24801,2750,studyWith,1539
24802,2750,covidTalk,1539
24803,2750,diffTopics,2166
24804,2750,emoSuppGive,2166
24805,2750,emoSuppRec,2166
24806,2750,studyWith,2166
24807,2750,covidTalk,2166
24808,2750,diffTopics,5991
